id,species,genotype,site,subsystem,tank,rack,qty
,OF,OF100,Mote Looe Key [In Situ],,,OF MIX1,2
,PS,PS30,Mote Summerland,All Summerland,C2,R560,2
,AC,AC2578,Mote Sand Key [In Situ],,,FM-20,2
,AP,AP146,Mote Looe Key [In Situ],,,CU-TR5,2
,AP,AP364,Mote Looe Key [In Situ],,,LK-5,2
,ASTREOIDES,PA313,Mote Summerland,All Summerland,F9,R2023,2
,OF,OF977,Mote Summerland,All Summerland,Q7,R1374,2
,INTERSEPTA,SI14,Mote Summerland,All Summerland,H4,R80,2
,DL,DL250,Mote Summerland,All Summerland,F7,R777,2
,OF,OF864,Mote Summerland,All Summerland,C6,R1672,2
,PS,PS7,Mote Summerland,All Summerland,F7,R851,2
,PC,PC16,Mote Summerland,All Summerland,F4,R386,2
,PC,PC15,Mote Summerland,All Summerland,F4,R1055,2
,DL,DL167,Mote Summerland,All Summerland,F4,R716,2
,OF,OF985,Mote Summerland,All Summerland,Q7,R1297,2
,DL,DL192,Mote Summerland,All Summerland,Q7,R1529,2
,PS,PS20,Mote Summerland,All Summerland,B1,R1614,2
,ASTREOIDES,PA346,Mote Summerland,All Summerland,G9,R1492,2
,AP,AP126,Mote Key Largo [In Situ],,Unassigned,R1,2
,OF,OF96,Mote Summerland,All Summerland,D5,R1854,2
,OF,OF670,Mote Summerland,All Summerland,D5,R1854,2
,MC,MC83,Mote Key Largo [In Situ],,,Red02,2
,PC,PC25,Mote Key Largo [In Situ],,,Red04,2
,AC,AC2607,Mote Key Largo [In Situ],,,Red05,2
,AC,AC2627,Mote Key Largo [In Situ],,,Red05,2
,AC,AC2631,Mote Key Largo [In Situ],,,Red05,2
,AC,AC2927,Mote Key Largo [In Situ],,,Red05,2
,AC,AC2929,Mote Key Largo [In Situ],,,Red05,2
,AC,AC2933,Mote Key Largo [In Situ],,,Red05,2
,AC,AC2937,Mote Key Largo [In Situ],,,Red05,2
,AC,AC2634,Mote Key Largo [In Situ],,,Red06,2
,AC,AC2938,Mote Key Largo [In Situ],,,Red06,2
,AC,AC2939,Mote Key Largo [In Situ],,,Red06,2
,AC,AC2940,Mote Key Largo [In Situ],,,Red06,2
,AC,AC4,Mote Key Largo [In Situ],,,Red08,2
,AC,AC3,Mote Key Largo [In Situ],,,Red10,2
,AC,AC90,Mote Key Largo [In Situ],,,Red08,2
,AC,AC2927,Mote Key Largo [In Situ],,,Blue55,2
,AC,AC2929,Mote Key Largo [In Situ],,,Blue55,2
,PC,PC25,Mote Key Largo [In Situ],,,Blue64,2
,AC,AC2607,Mote Key Largo [In Situ],,,Blue45,2
,AC,AC2634,Mote Key Largo [In Situ],,,Blue46,2
,AC,AC2938,Mote Key Largo [In Situ],,,Blue46,2
,AC,AC2939,Mote Key Largo [In Situ],,,Blue46,2
,AC,AC2940,Mote Key Largo [In Situ],,,Blue46,2
,AC,AC4,Mote Key Largo [In Situ],,,Blue98,2
,AC,AC90,Mote Key Largo [In Situ],,,Blue78,2
,AC,AC3,Mote Key Largo [In Situ],,,Blue80,2
,MC,MC83,Mote Key Largo [In Situ],,,Blue62,2
,AP,AP24,Mote Key Largo [In Situ],,Unassigned,R3,2
,AP,AP24,Mote Key Largo [In Situ],,Unassigned,R4,2
,AC,AC2933,Mote Key Largo [In Situ],,,Blue55,2
,AC,AC2937,Mote Key Largo [In Situ],,,Blue55,2
,AP,AP124,Mote Key Largo [In Situ],,,Blue44,2
,DS,DS6,Mote Summerland,All Summerland,G9,R1072,1
,DS,DS8,Mote Summerland,All Summerland,G9,R1044,1
,DL,DL255,Mote Summerland,All Summerland,G9,R563,1
,DS,DS9,Mote Summerland,All Summerland,G9,R231,1
,SIDEREA,SS19,Mote Summerland,All Summerland,F3,R318,1
,SIDEREA,SS18,Mote Summerland,All Summerland,F3,R318,1
,OF,OF320,Mote Summerland,All Summerland,F7,R1143,1
,OF,OF338,Mote Summerland,All Summerland,F7,R1143,1
,OF,OF388,Mote Summerland,All Summerland,F7,R1143,1
,OF,OF389,Mote Summerland,All Summerland,F7,R1143,1
,ASTREOIDES,PA71,Mote Summerland,All Summerland,H6,R285,1
,ASTREOIDES,PA72,Mote Summerland,All Summerland,H6,R285,1
,ASTREOIDES,PA60,Mote Summerland,All Summerland,H6,R285,1
,ASTREOIDES,PA89,Mote Summerland,All Summerland,H6,R285,1
,ASTREOIDES,PA28,Mote Summerland,All Summerland,H6,R285,1
,DL,DL272,Mote Summerland,All Summerland,Spawn,R1358,1
,DL,DL273,Mote Summerland,All Summerland,F9,R884,1
,DL,DL274,Mote Summerland,All Summerland,F9,R884,1
,DL,DL282,Mote Summerland,All Summerland,Spawn,R1378,1
,DL,DL284,Mote Summerland,All Summerland,F9,R822,1
,CN,CN28,Mote Summerland,All Summerland,H7,R1369,1
,CN,CN31,Mote Summerland,All Summerland,G7,R1049,1
,CN,CN35,Mote Summerland,All Summerland,H7,R1296,1
,CN,CN37,Mote Summerland,All Summerland,H2,R1036,1
,CN,CN39,Mote Summerland,All Summerland,G4,R1152,1
,CN,CN46,Mote Summerland,All Summerland,E4,R986,1
,CN,CN34,Mote Summerland,All Summerland,F9,R1030,1
,CN,CN53,Mote Summerland,All Summerland,H1,R478,1
,CN,CN62,Mote Summerland,,Unassigned,R990,1
,CN,CN64,Mote Summerland,All Summerland,H4,R505,1
,CN,CN65,Mote Summerland,All Summerland,H4,R505,1
,CN,CN66,Mote Summerland,All Summerland,H4,R505,1
,CN,CN63,Mote Summerland,,Unassigned,R176,1
,CN,CN70,Mote Summerland,All Summerland,G8,R1228,1
,CN,CN71,Mote Summerland,All Summerland,G8,R1228,1
,CN,CN72,Mote Summerland,All Summerland,G8,R1228,1
,CN,CN77,Mote Summerland,All Summerland,G7,R1953,1
,MC,MC125,Mote Islamorada [In Situ],,Unassigned,R45,1
,MC,MC120,Mote Islamorada [In Situ],,Unassigned,R45,1
,MC,MC85,Mote Islamorada [In Situ],,Unassigned,R448,1
,DL,DL286,Mote Summerland,All Summerland,H1,R561,1
,FRANKSI,OK2,Mote Summerland,All Summerland,H4,R977,1
,DL,DL288,Mote Summerland,All Summerland,H4,R55,1
,DL,DL289,Mote Summerland,All Summerland,H4,R55,1
,INTERSEPTA,SI15,Mote Summerland,All Summerland,H4,R729,1
,PS,PS46,Mote Summerland,All Summerland,H4,R526,1
,CN,CN88,Mote Summerland,All Summerland,Q3,R656,1
,CN,CN86,Mote Summerland,All Summerland,H2,R964,1
,PORITES,PP8,Mote Summerland,All Summerland,F9,R1248,1
,PORITES,PP9,Mote Summerland,All Summerland,F9,R1248,1
,PORITES,PP10,Mote Summerland,All Summerland,F9,R1248,1
,PORITES,PP11,Mote Summerland,All Summerland,F9,R1248,1
,PORITES,PP12,Mote Summerland,All Summerland,F9,R1248,1
,PORITES,PP13,Mote Summerland,All Summerland,F9,R1248,1
,PORITES,PP14,Mote Summerland,All Summerland,F9,R1248,1
,PORITES,PP15,Mote Summerland,All Summerland,F9,R1248,1
,ASTREOIDES,PA303,Mote Summerland,All Summerland,F9,R1383,1
,ASTREOIDES,PA304,Mote Summerland,All Summerland,F9,R1383,1
,ASTREOIDES,PA310,Mote Summerland,All Summerland,F9,R1676,1
,ASTREOIDES,PA302,Mote Summerland,All Summerland,F9,R1100,1
,RADIANS,SR110,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR111,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR112,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR113,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR114,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR115,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR116,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR117,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR118,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR119,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR120,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR121,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR122,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR123,Mote Summerland,All Summerland,F9,R1079,1
,RADIANS,SR124,Mote Summerland,All Summerland,F9,R1079,1
,ASTREOIDES,PA308,Mote Summerland,All Summerland,F9,R1787,1
,ASTREOIDES,PA317,Mote Summerland,All Summerland,F9,R1590,1
,RADIANS,SR125,Mote Summerland,All Summerland,F9,R147,1
,RADIANS,SR126,Mote Summerland,All Summerland,F9,R147,1
,RADIANS,SR127,Mote Summerland,All Summerland,F9,R147,1
,RADIANS,SR128,Mote Summerland,All Summerland,F9,R147,1
,RADIANS,SR129,Mote Summerland,All Summerland,F9,R147,1
,RADIANS,SR130,Mote Summerland,All Summerland,F9,R147,1
,RADIANS,SR131,Mote Summerland,All Summerland,F9,R147,1
,RADIANS,SR132,Mote Summerland,All Summerland,F9,R147,1
,RADIANS,SR133,Mote Summerland,All Summerland,F9,R147,1
,RADIANS,SR134,Mote Summerland,All Summerland,F9,R147,1
,RADIANS,SR135,Mote Summerland,All Summerland,F9,R704,1
,RADIANS,SR136,Mote Summerland,All Summerland,F9,R704,1
,RADIANS,SR137,Mote Summerland,All Summerland,F9,R704,1
,RADIANS,SR138,Mote Summerland,All Summerland,F9,R704,1
,RADIANS,SR139,Mote Summerland,All Summerland,F9,R704,1
,RADIANS,SR140,Mote Summerland,All Summerland,F9,R704,1
,RADIANS,SR141,Mote Summerland,All Summerland,F9,R704,1
,RADIANS,SR142,Mote Summerland,All Summerland,F9,R704,1
,RADIANS,SR143,Mote Summerland,All Summerland,F9,R704,1
,RADIANS,SR144,Mote Summerland,All Summerland,F9,R704,1
,RADIANS,SR145,Mote Summerland,All Summerland,F9,R1441,1
,RADIANS,SR146,Mote Summerland,All Summerland,F9,R1441,1
,RADIANS,SR147,Mote Summerland,All Summerland,F9,R1441,1
,RADIANS,SR148,Mote Summerland,All Summerland,F9,R1441,1
,RADIANS,SR149,Mote Summerland,All Summerland,F9,R1441,1
,RADIANS,SR150,Mote Summerland,All Summerland,F9,R1441,1
,RADIANS,SR151,Mote Summerland,All Summerland,F9,R1441,1
,RADIANS,SR152,Mote Summerland,All Summerland,F9,R1441,1
,RADIANS,SR153,Mote Summerland,All Summerland,F9,R416,1
,RADIANS,SR154,Mote Summerland,All Summerland,F9,R416,1
,RADIANS,SR155,Mote Summerland,All Summerland,F9,R416,1
,RADIANS,SR156,Mote Summerland,All Summerland,F9,R416,1
,RADIANS,SR157,Mote Summerland,All Summerland,F9,R416,1
,RADIANS,SR158,Mote Summerland,All Summerland,F9,R416,1
,RADIANS,SR159,Mote Summerland,All Summerland,F9,R416,1
,RADIANS,SR160,Mote Summerland,All Summerland,F9,R416,1
,RADIANS,SR161,Mote Summerland,All Summerland,F9,R1440,1
,RADIANS,SR162,Mote Summerland,All Summerland,F9,R1440,1
,RADIANS,SR163,Mote Summerland,All Summerland,F9,R1440,1
,RADIANS,SR164,Mote Summerland,All Summerland,F9,R1440,1
,RADIANS,SR165,Mote Summerland,All Summerland,F9,R1440,1
,RADIANS,SR166,Mote Summerland,All Summerland,F9,R1440,1
,RADIANS,SR167,Mote Summerland,All Summerland,F9,R1440,1
,RADIANS,SR168,Mote Summerland,All Summerland,F9,R1440,1
,RADIANS,SR169,Mote Summerland,All Summerland,F9,R626,1
,RADIANS,SR170,Mote Summerland,All Summerland,F9,R626,1
,RADIANS,SR171,Mote Summerland,All Summerland,F9,R626,1
,RADIANS,SR172,Mote Summerland,All Summerland,F9,R626,1
,RADIANS,SR173,Mote Summerland,All Summerland,F9,R626,1
,RADIANS,SR174,Mote Summerland,All Summerland,F9,R626,1
,RADIANS,SR175,Mote Summerland,All Summerland,F9,R626,1
,RADIANS,SR176,Mote Summerland,All Summerland,F9,R626,1
,RADIANS,SR177,Mote Summerland,All Summerland,F9,R626,1
,RADIANS,SR178,Mote Summerland,All Summerland,F9,R626,1
,RADIANS,SR179,Mote Summerland,All Summerland,F9,R1158,1
,RADIANS,SR180,Mote Summerland,All Summerland,F9,R1158,1
,RADIANS,SR182,Mote Summerland,All Summerland,F9,R1158,1
,RADIANS,SR183,Mote Summerland,All Summerland,F9,R1158,1
,RADIANS,SR184,Mote Summerland,All Summerland,F9,R1158,1
,RADIANS,SR185,Mote Summerland,All Summerland,F9,R1158,1
,RADIANS,SR186,Mote Summerland,All Summerland,F9,R1158,1
,RADIANS,SR188,Mote Summerland,All Summerland,H2,R850,1
,RADIANS,SR189,Mote Summerland,All Summerland,H2,R850,1
,RADIANS,SR190,Mote Summerland,All Summerland,H2,R850,1
,RADIANS,SR191,Mote Summerland,All Summerland,H2,R1350,1
,RADIANS,SR192,Mote Summerland,All Summerland,H2,R1350,1
,RADIANS,SR193,Mote Summerland,All Summerland,H2,R1350,1
,RADIANS,SR194,Mote Summerland,All Summerland,H2,R1350,1
,RADIANS,SR195,Mote Summerland,All Summerland,H2,R1350,1
,RADIANS,SR196,Mote Summerland,All Summerland,H2,R1350,1
,RADIANS,SR197,Mote Summerland,All Summerland,H2,R146,1
,RADIANS,SR198,Mote Summerland,All Summerland,H2,R146,1
,RADIANS,SR199,Mote Summerland,All Summerland,H2,R146,1
,RADIANS,SR200,Mote Summerland,All Summerland,H2,R146,1
,RADIANS,SR201,Mote Summerland,All Summerland,H2,R146,1
,RADIANS,SR202,Mote Summerland,All Summerland,H2,R146,1
,RADIANS,SR203,Mote Summerland,All Summerland,H2,R39,1
,SIDEREA,SS311,Mote Summerland,All Summerland,G3,R532,1
,SIDEREA,SS312,Mote Summerland,All Summerland,G3,R532,1
,SIDEREA,SS313,Mote Summerland,All Summerland,G3,R532,1
,SIDEREA,SS314,Mote Summerland,All Summerland,G3,R532,1
,SIDEREA,SS315,Mote Summerland,All Summerland,G3,R532,1
,SIDEREA,SS316,Mote Summerland,All Summerland,G3,R532,1
,SIDEREA,SS317,Mote Summerland,All Summerland,G3,R532,1
,SIDEREA,SS318,Mote Summerland,All Summerland,G3,R532,1
,SIDEREA,SS319,Mote Summerland,All Summerland,G3,R532,1
,SIDEREA,SS320,Mote Summerland,All Summerland,G3,R1408,1
,SIDEREA,SS321,Mote Summerland,All Summerland,G3,R1408,1
,SIDEREA,SS322,Mote Summerland,All Summerland,G3,R1408,1
,SIDEREA,SS323,Mote Summerland,All Summerland,G3,R1408,1
,SIDEREA,SS324,Mote Summerland,All Summerland,G3,R1408,1
,SIDEREA,SS325,Mote Summerland,All Summerland,G3,R1408,1
,SIDEREA,SS326,Mote Summerland,All Summerland,G3,R1408,1
,SIDEREA,SS327,Mote Summerland,All Summerland,G3,R1408,1
,SIDEREA,SS328,Mote Summerland,All Summerland,G3,R1408,1
,SIDEREA,SS329,Mote Summerland,All Summerland,G3,R1408,1
,SIDEREA,SS330,Mote Summerland,All Summerland,G3,R1400,1
,SIDEREA,SS331,Mote Summerland,All Summerland,G3,R1400,1
,SIDEREA,SS332,Mote Summerland,All Summerland,G3,R1400,1
,SIDEREA,SS333,Mote Summerland,All Summerland,G3,R1400,1
,SIDEREA,SS334,Mote Summerland,All Summerland,G3,R1400,1
,SIDEREA,SS335,Mote Summerland,All Summerland,G3,R1400,1
,INTERSEPTA,SI179,Mote Summerland,All Summerland,G3,R834,1
,INTERSEPTA,SI180,Mote Summerland,All Summerland,G3,R834,1
,INTERSEPTA,SI181,Mote Summerland,All Summerland,G3,R834,1
,INTERSEPTA,SI182,Mote Summerland,All Summerland,G3,R834,1
,INTERSEPTA,SI183,Mote Summerland,All Summerland,G3,R834,1
,INTERSEPTA,SI184,Mote Summerland,All Summerland,G3,R834,1
,INTERSEPTA,SI185,Mote Summerland,All Summerland,G3,R295,1
,INTERSEPTA,SI186,Mote Summerland,All Summerland,G3,R295,1
,INTERSEPTA,SI187,Mote Summerland,All Summerland,G3,R295,1
,INTERSEPTA,SI188,Mote Summerland,All Summerland,G3,R295,1
,INTERSEPTA,SI189,Mote Summerland,All Summerland,G3,R295,1
,INTERSEPTA,SI190,Mote Summerland,All Summerland,G3,R295,1
,INTERSEPTA,SI191,Mote Summerland,All Summerland,G3,R502,1
,INTERSEPTA,SI192,Mote Summerland,All Summerland,G3,R502,1
,INTERSEPTA,SI193,Mote Summerland,All Summerland,G3,R502,1
,INTERSEPTA,SI194,Mote Summerland,All Summerland,G3,R502,1
,INTERSEPTA,SI195,Mote Summerland,All Summerland,G3,R502,1
,RADIANS,SR204,Mote Summerland,All Summerland,G3,R82,1
,RADIANS,SR205,Mote Summerland,All Summerland,G3,R82,1
,RADIANS,SR206,Mote Summerland,All Summerland,G3,R82,1
,RADIANS,SR207,Mote Summerland,All Summerland,G3,R82,1
,RADIANS,SR208,Mote Summerland,All Summerland,G3,R82,1
,RADIANS,SR209,Mote Summerland,All Summerland,G3,R82,1
,RADIANS,SR210,Mote Summerland,All Summerland,G3,R82,1
,RADIANS,SR211,Mote Summerland,All Summerland,G3,R82,1
,RADIANS,SR212,Mote Summerland,All Summerland,G3,R82,1
,RADIANS,SR213,Mote Summerland,All Summerland,G3,R196,1
,RADIANS,SR214,Mote Summerland,All Summerland,G3,R196,1
,RADIANS,SR215,Mote Summerland,All Summerland,G3,R196,1
,RADIANS,SR216,Mote Summerland,All Summerland,G3,R196,1
,RADIANS,SR217,Mote Summerland,All Summerland,G3,R196,1
,RADIANS,SR218,Mote Summerland,All Summerland,G3,R196,1
,RADIANS,SR219,Mote Summerland,All Summerland,G3,R196,1
,RADIANS,SR220,Mote Summerland,All Summerland,G3,R437,1
,RADIANS,SR226,Mote Summerland,All Summerland,G3,R868,1
,RADIANS,SR227,Mote Summerland,All Summerland,G3,R868,1
,RADIANS,SR228,Mote Summerland,All Summerland,G3,R868,1
,SIDEREA,SS336,Mote Summerland,All Summerland,G8,R1484,1
,SIDEREA,SS337,Mote Summerland,All Summerland,G8,R1484,1
,SIDEREA,SS338,Mote Summerland,All Summerland,G8,R1484,1
,SIDEREA,SS339,Mote Summerland,All Summerland,G8,R1484,1
,SIDEREA,SS340,Mote Summerland,All Summerland,G8,R1484,1
,SIDEREA,SS341,Mote Summerland,All Summerland,G8,R1484,1
,SIDEREA,SS342,Mote Summerland,All Summerland,G8,R1484,1
,SIDEREA,SS343,Mote Summerland,All Summerland,G8,R1513,1
,SIDEREA,SS344,Mote Summerland,All Summerland,G8,R1513,1
,SIDEREA,SS345,Mote Summerland,All Summerland,G8,R1513,1
,SIDEREA,SS346,Mote Summerland,All Summerland,G8,R1513,1
,SIDEREA,SS347,Mote Summerland,All Summerland,G8,R1513,1
,SIDEREA,SS348,Mote Summerland,All Summerland,G8,R1559,1
,SIDEREA,SS349,Mote Summerland,All Summerland,G8,R1559,1
,SIDEREA,SS350,Mote Summerland,All Summerland,G8,R1559,1
,SIDEREA,SS351,Mote Summerland,All Summerland,G8,R1559,1
,SIDEREA,SS352,Mote Summerland,All Summerland,G8,R1570,1
,SIDEREA,SS353,Mote Summerland,All Summerland,G8,R1570,1
,SIDEREA,SS354,Mote Summerland,All Summerland,G8,R1570,1
,SIDEREA,SS355,Mote Summerland,All Summerland,G8,R1570,1
,SIDEREA,SS356,Mote Summerland,All Summerland,G8,R1488,1
,SIDEREA,SS357,Mote Summerland,All Summerland,G8,R1488,1
,SIDEREA,SS358,Mote Summerland,All Summerland,G8,R1496,1
,SIDEREA,SS359,Mote Summerland,All Summerland,G8,R1460,1
,SIDEREA,SS360,Mote Summerland,All Summerland,G8,R1565,1
,SIDEREA,SS361,Mote Summerland,All Summerland,G8,R1565,1
,SIDEREA,SS362,Mote Summerland,All Summerland,G8,R1565,1
,SIDEREA,SS363,Mote Summerland,,R15,R1532,1
,SIDEREA,SS364,Mote Summerland,,R15,R1532,1
,SIDEREA,SS365,Mote Summerland,,R15,R1532,1
,SIDEREA,SS366,Mote Summerland,,R15,R1475,1
,SIDEREA,SS367,Mote Summerland,,R15,R1475,1
,SIDEREA,SS368,Mote Summerland,,R15,R1475,1
,SIDEREA,SS369,Mote Summerland,,R15,R1475,1
,SIDEREA,SS370,Mote Summerland,,R15,R1475,1
,SIDEREA,SS371,Mote Summerland,,R15,R1562,1
,SIDEREA,SS372,Mote Summerland,,R15,R1562,1
,SIDEREA,SS373,Mote Summerland,,R15,R1562,1
,SIDEREA,SS374,Mote Summerland,,R15,R1562,1
,SIDEREA,SS375,Mote Summerland,,R15,R1518,1
,SIDEREA,SS376,Mote Summerland,,R15,R1518,1
,SIDEREA,SS377,Mote Summerland,,R15,R1518,1
,SIDEREA,SS378,Mote Summerland,,R15,R1518,1
,SIDEREA,SS379,Mote Summerland,,R15,R1518,1
,SIDEREA,SS380,Mote Summerland,,R15,R1518,1
,SIDEREA,SS381,Mote Summerland,,R15,R1518,1
,SIDEREA,SS382,Mote Summerland,,R15,R1472,1
,SIDEREA,SS383,Mote Summerland,,R15,R1472,1
,SIDEREA,SS384,Mote Summerland,,R15,R1472,1
,SIDEREA,SS385,Mote Summerland,,R15,R1472,1
,SIDEREA,SS386,Mote Summerland,,R15,R1472,1
,SIDEREA,SS387,Mote Summerland,,R15,R1472,1
,SIDEREA,SS388,Mote Summerland,,R15,R1457,1
,SIDEREA,SS389,Mote Summerland,,R15,R1457,1
,SIDEREA,SS390,Mote Summerland,,R15,R1457,1
,SIDEREA,SS391,Mote Summerland,,R15,R1457,1
,SIDEREA,SS392,Mote Summerland,,R15,R1457,1
,INTERSEPTA,SI196,Mote Summerland,All Summerland,G10,R1525,1
,INTERSEPTA,SI197,Mote Summerland,All Summerland,G10,R1525,1
,INTERSEPTA,SI198,Mote Summerland,All Summerland,G10,R1525,1
,INTERSEPTA,SI199,Mote Summerland,,R15,R1502,1
,INTERSEPTA,SI200,Mote Summerland,,R15,R1502,1
,INTERSEPTA,SI201,Mote Summerland,All Summerland,G10,R1514,1
,INTERSEPTA,SI202,Mote Summerland,All Summerland,G10,R1514,1
,INTERSEPTA,SI203,Mote Summerland,All Summerland,G10,R1514,1
,INTERSEPTA,SI204,Mote Summerland,All Summerland,G10,R1514,1
,RADIANS,SR229,Mote Summerland,All Summerland,G8,R1541,1
,RADIANS,SR230,Mote Summerland,All Summerland,G8,R1541,1
,RADIANS,SR231,Mote Summerland,All Summerland,G8,R1541,1
,RADIANS,SR232,Mote Summerland,All Summerland,G8,R1541,1
,RADIANS,SR233,Mote Summerland,All Summerland,G8,R1541,1
,RADIANS,SR234,Mote Summerland,All Summerland,G8,R1541,1
